Job_Title,Company,City,State,Work_Type,Min_Salary,Max_Salary,Unit,Posted_Date,Skills,Avg_Salary,Job
Senior Data Scientist,PayPal,San Jose,CA,Full-time,84500.0,204600.0,Year,11.0,"['Microsoft Excel', 'Data mining', 'Doctoral degree', 'Google Cloud Platform', 'Apache Hive', 'E-commerce', 'Tableau', ""Master's degree"", 'SQL', 'Jupyter', 'Analysis skills', ""Bachelor's degree"", 'Doctor of Philosophy', 'Team management', 'Financial services', 'Teradata', 'Senior level', 'Leadership', '2 years', 'Communication skills', 'Python', 'Analytics']",144550.0,Data Scientist
Data Scientist (R-17845),Dun & Bradstreet,Florham Park,NJ,Full-time,90900.0,141000.0,Year,11.0,"['Lever', 'Computer science', 'Law', 'Doctoral degree', 'Software deployment', 'Mathematics', 'Mid-level', ""Bachelor's degree"", 'Machine learning', 'Physics', 'Natural language processing', 'Data science']",115950.0,Data Scientist
Data Scientist,Takeda Pharmaceutical,Boston,MA,Full-time,126500.0,186000.0,Year,11.0,"['Power BI', 'Cloud infrastructure', 'Computer Science', 'Information Systems', 'Research', 'Mid-level', 'Tableau', ""Master's degree"", 'SQL', 'AWS', 'Machine learning', 'Model deployment', 'Clinical trials', 'Data science', '2 years']",156250.0,Data Scientist
Data Scientist,Sigma Squared,Cambridge,MA,Full-time,99600.0,152000.0,Year,11.0,"['AI models', 'Statistics', 'Power BI', 'Doctoral degree', 'Computer Science', 'Calculus', 'R', 'Mid-level', 'Tableau', 'Stata', ""Master's degree"", 'Statistical analysis', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Matplotlib', 'Data visualization', 'AI', 'Master of Business Administration', '2 years', 'Python', 'Generative AI']",125800.0,Data Scientist
AI Scientist,Howard Hughes Medical Institute,Ashburn,VA,Full-time,213564.0,450000.0,Year,11.0,"['Data preprocessing', 'Rust (programming language)', 'Doctoral degree', 'Computer Science', 'PyTorch', '5 years', 'Big data', 'Research', 'C++', 'Julia', 'Machine learning', 'Doctor of Philosophy', 'Data science', 'Senior level', 'AI', 'Machine learning frameworks', 'Communication skills']",331782.0,Data Scientist
Artificial Intelligence Prompt Engineer,Houchens Insurance Group INC.,Bowling Green,KY,Unknown,30500.0,38400.0,Year,2.0,"['AI models', 'No experience needed', 'Supervising experience', ""Bachelor's degree"", '1 year', 'AI']",34450.0,Data Scientist
Senior Generative AI Engineer,Auto Club Of Southern Calif,Costa Mesa,CA,Full-time,129400.0,172000.0,Year,2.0,"['AI chatbots', 'Reinforcement learning', 'Law', 'React', 'AWS', 'Cloud development', 'Senior level', 'AI', 'Python']",150700.0,Data Scientist
Data and Computational Sciences Research Scientist – Image Analytics,Vertex Pharmaceuticals,Boston,MA,Full-time,101200.0,151700.0,Year,2.0,"['Scikit-learn', 'TensorFlow', 'Statistics', 'Image processing', 'Doctoral degree', 'PyTorch', 'Bioengineering', 'Computational Biology', 'Git', 'AWS', 'Analysis skills', 'Machine learning', 'Doctor of Philosophy', 'Feature extraction', 'OpenCV', 'Software development', 'Distributed control systems', 'Senior level', 'AI', 'Communication skills', 'Python', 'Under 1 year']",126450.0,Data Scientist
AI Engineer,hum.ai,San Francisco,CA,Full-time,104000.0,140000.0,Year,2.0,"['TensorFlow', 'Computer science', 'Azure', 'Computer Science', 'Kubernetes', 'PyTorch', 'Google Cloud Platform', 'Mid-level', '3 years', 'Bash', 'AWS', 'Docker', ""Bachelor's degree"", 'Machine learning', 'Deep learning', 'Scripting', 'AI', 'Python', 'PowerShell', 'Shell Scripting']",122000.0,Data Scientist
Cardiovascular Data Scientist,University of Utah,Salt Lake City,UT,Unknown,55700.0,83800.0,Year,1.0,"['Doctoral degree', 'English', 'Research', ""Master's degree"", 'Administrative experience', 'Analysis skills', 'Machine learning', 'Doctor of Philosophy', 'Clinical trials', 'Senior level']",69750.0,Data Scientist
Data Scientist,National Capitol Contracting LLC,Ford Island,HI,Full-time,87600.0,134000.0,Year,1.0,"['Top Secret Clearance', 'Computer science', 'Oracle', 'Computer Science', 'Big data', 'C#', 'R', 'Secret Clearance', 'Mid-level', 'Tableau', '3 years', 'Java', ""Master's degree"", 'SQL', ""Bachelor's degree"", 'Machine learning', 'Data management', 'Master of Science', 'SAP BusinessObjects', 'Leadership', 'Python', 'Data Science']",110800.0,Data Scientist
"Applied Scientist I, NGDE Science","Amazon Development Center U.S., Inc.",Santa Clara,CA,Full-time,129400.0,212800.0,Year,2.0,"['RDBMS', 'Oracle', 'Java', 'Algorithms', 'SQL', 'AWS', 'C++', 'Machine learning', 'Natural language processing', 'S3', 'AI', 'Leadership', 'Python', 'Entry level']",171100.0,Data Scientist
AI Engineer,Adidev Technologies Inc,San Francisco,CA,Unknown,56400.0,72300.0,Year,8.0,"['TensorFlow', 'Data modeling', 'Law', 'PyTorch', 'Software deployment', 'iOS', 'Google Cloud Platform', 'AWS', 'Machine learning', 'Deep learning', 'Business requirements', 'Senior level', 'AI']",64350.0,Data Scientist
Senior Data Scientist,Sustainable Talent,San Francisco Bay Area,CA,Unknown,157000.0,218000.0,Year,8.0,"['Scikit-learn', 'TensorFlow', 'Statistics', 'Computer science', '7 years', 'Computer Science', 'Hypothesis testing', 'PyTorch', 'Big data', 'Spark', 'NumPy', 'R', 'Google Cloud Platform', 'Snowflake', 'SQL', 'Pandas', 'Statistical analysis', 'AWS', 'Machine learning', 'Deep learning', 'SciPy', 'A/B testing', 'Data science', 'Senior level', 'AI', 'Communication skills', 'Python', 'MLOps', 'Data Science']",187500.0,Data Scientist
Machine Learning Engineering,Ford Motor Company,Palo Alto,CA,Full-time,46000.0,72200.0,Year,8.0,"['Law', 'Doctoral degree', 'Computer Science', 'Big data', 'Software deployment', 'Google Cloud Platform', 'Mid-level', ""Master's degree"", ""Bachelor's degree"", 'Machine learning', 'Model deployment', 'Natural language processing', 'FEA', 'Data science', '1 year', 'AI', 'Communication skills', 'Python', 'MLOps']",59100.0,Data Scientist
Generative AI Engineer IV,Navy Federal Credit Union,Vienna,VA,Unknown,130500.0,204000.0,Year,2.0,"['AI chatbots', 'CI/CD', 'Statistics', 'Performance tuning', '7 years', 'Azure', 'Management', 'Law', 'Computer Science', 'DevOps', 'AIOps', ""Master's degree"", 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Natural language processing', 'GitHub', 'APIs', 'Agile', 'Senior level', 'AI', 'Bank Secrecy Act', 'Leadership', 'Communication skills', 'Graph databases', 'Python']",167250.0,Data Scientist
Data Scientist,BNY Mellon,Pittsburgh,PA,Unknown,73200.0,138000.0,Year,2.0,"['Computer science', 'Power BI', 'Big data', 'Spark', 'R', 'Mid-level', 'Tableau', '3 years', 'SQL', 'Statistical analysis', ""Bachelor's degree"", 'Machine learning', 'Financial services', 'Data science', 'Data visualization', 'Communication skills', 'Python', 'Data Science']",105600.0,Data Scientist
Data Science Trainee,I-66 EXPRESS MOBILITY PARTNERS LLC,Manassas,VA,Full-time,66600.0,86600.0,Year,2.0,"['Statistics', 'Spark', 'R', 'Tableau', ""Master's degree"", 'Databases', 'SQL', 'Analysis skills', 'Data science', 'Data visualization', 'Python', 'Entry level']",76600.0,Data Scientist
Data Scientist,IStream Solutions,Ashburn,VA,Full-time,120406.0,129889.0,Year,2.0,"['TensorFlow', 'Azure', 'Computer Science', 'Software deployment', 'R', 'Mid-level', 'AWS', ""Bachelor's degree"", 'Machine learning', 'Model deployment', 'Natural language processing', 'Quantum engineering', 'Machine learning (ML) fundamentals', 'AI', 'Communication skills']",125147.5,Data Scientist
AI Prompt Engineer,MidFirst Bank,Oklahoma City,OK,Full-time,73300.0,112000.0,Year,2.0,"['Power BI', 'Mid-level', 'Prompt engineering', 'Finance', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Natural language processing', 'JSON', 'Data visualization', 'AI', 'Accounting']",92650.0,Data Scientist
AI Engineer,Rebolt,Atlanta,GA,Full-time,120000.0,180000.0,Year,0.6666666666666666,"['Law', 'Full-stack development', '5 years', 'System design', 'Prompt engineering', 'Databases', 'JavaScript', 'PostgreSQL', 'Senior level', 'AI']",150000.0,Data Scientist
Data Science Analyst,"NRG Energy, Inc",Princeton,NJ,Unknown,126000.0,160000.0,Year,0.6666666666666666,"['AI models', 'Scikit-learn', 'TensorFlow', 'Statistics', 'MATLAB', 'Power BI', 'PyTorch', 'Computer vision', 'Big data', 'Software deployment', 'Data structures', 'Spark', 'R', 'Data analysis skills', 'Mid-level', 'Tableau', '3 years', ""Master's degree"", 'SQL', 'Math', ""Bachelor's degree"", 'Machine learning', 'Matplotlib', 'Natural language processing', 'Cloud computing', 'Data visualization', 'AI', 'Machine learning frameworks', 'Communication skills', 'Python', 'MLOps', 'Data Science']",143000.0,Data Scientist
ML Data Associate II,Amazon.com Services LLC,Boston,MA,Full-time,40200.0,68000.0,Year,0.6666666666666666,"['Mid-level', 'High school diploma or GED', 'Organizational skills']",54100.0,Data Scientist
Senior Data Scientist,Aurora Innovation,Mountain View,CA,Unknown,162000.0,260000.0,Year,0.6666666666666666,"['Data mining', 'Doctoral degree', 'Relational databases', 'Big data', 'Bachelor of Science', 'NumPy', 'Data analysis skills', 'Research', ""Master's degree"", 'Databases', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'PostgreSQL', 'Organizational skills', 'ETL', 'Data science', 'Senior level', 'AI', '2 years', 'Communication skills']",211000.0,Data Scientist
Machine Learning Engineer,AAA Club Alliance,Wilmington,DE,Full-time,93500.0,135000.0,Year,0.6666666666666666,"['CI/CD', 'Doctoral degree', 'Computer Science', 'RESTful API', 'Big data', 'Spark', 'NoSQL', 'Git', 'Google Cloud Platform', 'Mid-level', '3 years', 'Java', ""Master's degree"", 'Microservices', 'SQL', 'OOP', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Scala', 'REST', 'Data pipelines', 'Cloud computing', 'AI', 'Python']",114250.0,Data Scientist
"Legal Data Scientist, Lillian Goldman Law Library",Yale University,New Haven,CT,Full-time,89400.0,120000.0,Year,0.6666666666666666,"['Web design', 'Computer science', '6 years', 'Doctoral degree', 'Computer Science', 'Curriculum development', 'R', 'Git', 'Mid-level', 'Stata', ""Master's degree"", 'SQL', 'AWS', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'JavaScript', 'NER', 'Master of Science', 'Master of Arts', 'Natural language processing', 'Cleaning', 'GitHub', 'Data science', 'Communication skills', 'Python', 'HTML']",104700.0,Data Scientist
Machine Learning Engineer,Upstart,San Francisco,CA,Unknown,123200.0,170500.0,Year,0.6666666666666666,"['Doctoral degree', 'Mid-level', ""Master's degree"", ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Python']",146850.0,Data Scientist
QA Engineer (AI/ML Focus),Special Projects Engineering LLC,Bellevue,WA,Full-time,126000.0,196000.0,Year,1.0,"['TensorFlow', 'CI/CD', 'PyTorch', 'Test automation', 'Mid-level', '3 years', 'Software quality assurance', 'Machine learning', 'Continuous integration', 'AI']",161000.0,Data Scientist
"Scientist, Data Mining",TCL Research America,San Jose,CA,Unknown,129000.0,174000.0,Year,1.0,"['Data mining', 'Doctoral degree', 'Computer Science', '5 years', 'Patent law', 'Research', 'Algorithms', 'Statistical analysis', 'Machine learning', 'Doctor of Philosophy', 'Computer Engineering', 'Cloud computing', 'Senior level', 'Leadership']",151500.0,Data Scientist
"Staff Data Scientist, Member Insights",SoFi,San Francisco,CA,Unknown,141000.0,182000.0,Year,1.0,"['Statistics', 'Data mining', 'Applied Mathematics', 'R', 'Data analysis skills', 'Git', 'Tableau', ""Master's degree"", 'Algorithms', 'SQL', 'Analysis skills', 'Machine learning', 'A/B testing', 'Senior level', 'Communication skills', 'Python']",161500.0,Data Scientist
Staff Data Scientist,Integral Ad Science,San Francisco,CA,Unknown,135100.0,231600.0,Year,12.0,"['6 years', 'Doctoral degree', 'R', ""Master's degree"", 'SQL', 'Supervising experience', 'Doctor of Philosophy', 'Deep learning', 'Scripting', 'Data science', 'Senior level']",183350.0,Data Scientist
Senior Data Scientist - AI,CVS Health,Wellesley,MA,Full-time,101970.0,222480.0,Year,6.0,"['Computer science', 'Mid-level', '3 years', 'Algorithms', 'Statistical analysis']",162225.0,Data Scientist
Data Scientist,Entegris,Aurora,IL,Full-time,80000.0,115000.0,Year,6.0,"['AI models', 'TensorFlow', 'Statistics', 'Doctoral degree', 'Kubernetes', 'PyTorch', 'Software deployment', 'OWL', 'Data structures', 'R', 'Data analysis skills', 'Google Cloud Platform', 'Mid-level', '3 years', ""Master's degree"", 'Databases', 'Algorithms', 'Statistical analysis', 'AWS', 'Analysis skills', 'Docker', 'Machine learning', 'Doctor of Philosophy', 'Model deployment', 'Neo4j', 'RDF', 'Semantic Web', 'Scalability', 'Cloud computing', 'Data science', 'Quantitative analysis', 'AI', 'Machine learning frameworks', 'Communication skills', 'Graph databases', 'Python', 'Generative AI']",97500.0,Data Scientist
IT Data Scientist- Pharmaceutical,JP Techno Park,Remote,Unknown,Contract,70.0,75.0,Hour,6.0,"['Statsmodels', 'Teamwork', 'Data modeling', 'Computer Science', 'Data migration', 'Database development', 'NumPy', '11+ years', ""Master's degree"", 'Databases', 'Pandas', ""Bachelor's degree"", 'Neo4j', 'SciPy', 'Software development', 'APIs', 'IT', 'Data science', 'GraphQL', 'Data visualization', 'Senior level', 'Graph databases', 'Data Science', 'Information Technology']",72.5,Data Scientist
Machine Learning Scientist,Suno,Los Angeles,CA,Full-time,160000.0,280000.0,Year,6.0,"['PyTorch', '5 years', 'Machine learning']",220000.0,Data Scientist
AI/ ML Engineer,Brain Co.,San Francisco,CA,Full-time,155000.0,195500.0,Year,6.0,"['TensorFlow', 'Law', 'Doctoral degree', 'Computer Science', 'PyTorch', 'Sales', 'Bachelor of Science', 'Data structures', ""Master's degree"", 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Product management', 'Data science', 'Senior level', 'AI']",175250.0,Data Scientist
AI/ML Scientist,"Dentsply Sirona, Inc",Waltham,MA,Unknown,152000.0,190000.0,Year,6.0,"['TensorFlow', 'Computer science', 'Doctoral degree', 'Computer Science', 'PyTorch', 'Data analysis skills', ""Master's degree"", 'Algorithms', 'Product development', 'Machine learning', 'Doctor of Philosophy', 'Machine learning libraries', 'Senior level', 'AI', 'Communication skills', 'Generative AI']",171000.0,Data Scientist
Software Engineer-AI,Predictive Sales AI,Boca Raton,FL,Full-time,70100.0,86600.0,Year,2.0,"['Computer science', 'MVC', 'Computer Science', 'CSS', 'RESTful API', 'Visual Studio', 'C#', 'Microsoft SQL Server', 'Git', 'Mid-level', '.NET', 'SQL', 'OOP', 'Analysis skills', ""Bachelor's degree"", 'SVN', 'JavaScript', 'REST', 'APIs', 'Web services', '1 year', 'AI', 'Communication skills', 'jQuery']",78350.0,Data Scientist
Applied AI Engineer,Summer Health,New York,NY,Full-time,160000.0,240000.0,Year,2.0,"['AI models', 'Law', 'HIPAA', 'JavaScript', 'Natural language processing', 'Senior level', 'AI']",200000.0,Data Scientist
Data Scientist – Applied Genomics,Jord BioScience,Saint Paul,MN,Full-time,71500.0,97700.0,Year,8.0,"['Bioinformatics', 'Microbiology', 'Azure', 'Doctoral degree', 'R', 'Computational Biology', 'Google Cloud Platform', 'Mid-level', '3 years', ""Master's degree"", 'Databases', 'Statistical analysis', 'AWS', 'Database management', 'Docker', 'Product development', 'Doctor of Philosophy', 'Master of Science', 'Scripting', 'Data pipelines', 'Cloud computing', 'Data science', 'Data visualization', 'Communication skills']",84600.0,Data Scientist
Staff AI Engineer,Assured,Palo Alto,CA,Full-time,210000.0,230000.0,Year,8.0,"['Law', 'Web development', 'JavaScript', 'Django', 'APIs', '1 year', 'Flask', 'Senior level', 'AI', 'TypeScript']",220000.0,Data Scientist
Machine Learning Engineer,Two Dots,San Francisco,CA,Full-time,150000.0,225000.0,Year,8.0,"['PyTorch', 'Mid-level', 'Machine learning', 'NER', 'Data science', 'AI', 'Machine learning frameworks', '2 years', 'Communication skills']",187500.0,Data Scientist
AI/ML RISK and Governance Engineer,R2 Technologies Corporation,Alpharetta,GA,Contract,60.0,70.0,Hour,8.0,"['Mid-level', '3 years', 'NIST standards', 'Risk management', 'AI']",65.0,Data Scientist
Data Scientist (Senior),"Professional Solutions Delivered, LLC",King George,VA,Full-time,144000.0,192000.0,Year,2.0,"['Power BI', '5 years', 'Military', ""Master's degree"", ""Bachelor's degree"", 'Senior level', 'Communication skills']",168000.0,Data Scientist
AI/ML Engineer,Noblis,Remote,Unknown,Full-time,112700.0,176150.0,Year,2.0,"['Jira', 'MATLAB', '7 years', 'Management', 'Computer Science', 'Git', 'Air traffic control', 'Java', ""Master's degree"", 'SQL', 'OOP', 'AWS', 'C++', 'C', ""Bachelor's degree"", 'Machine learning', 'Confluence', 'Matplotlib', 'APIs', 'Cloud computing', 'Linux', 'Unit testing', 'Data science', 'Senior level', 'AI', 'Python']",144425.0,Data Scientist
Machine Learning Engineer,GUARDIAN RFID,Maple Grove,MN,Full-time,120013.1322940226,191037.41679321488,Year,2.0,"['Jira', 'TensorFlow', 'Computer science', 'Computer Science', 'RESTful API', 'PyTorch', 'Mid-level', ""Master's degree"", 'AWS', 'C++', 'Docker', ""Bachelor's degree"", 'Machine learning', 'REST', 'Software development', 'GitHub', 'APIs', '1 year', 'Flask', 'AI']",155525.27454361873,Data Scientist
Senior Agentic AI Data Scientist,Equifax,Alpharetta,GA,Full-time,127000.0,159000.0,Year,13.0,"['Computer science', '5 years', 'Data structures', 'Data analysis skills', 'Google Cloud Platform', 'Prompt engineering', ""Master's degree"", 'Databases', 'Algorithms', 'SQL', 'Analysis skills', 'Machine learning', 'Master of Science', 'Deep learning', 'Natural language processing', 'Cloud computing', 'Data science', 'Senior level', 'AI', 'Python', 'Generative AI', 'Data Science']",143000.0,Data Scientist
"Machine Learning Engineer, Generative AI",Snapchat,Los Angeles,CA,Full-time,100000.0,176000.0,Year,13.0,"['TensorFlow', 'Computer science', 'Doctoral degree', 'PyTorch', 'Mobile applications', 'Research', ""Master's degree"", 'C++', 'C', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Deep learning', 'Software development', 'Senior level', 'AI', 'Python']",138000.0,Data Scientist
Senior Data Scientist,Patterson-UTI,Houston,TX,Full-time,115000.0,147000.0,Year,13.0,"['Computer science', 'Engineering', 'NumPy', 'Oil & gas', 'Data analysis skills', '3 years', ""Master's degree"", 'Algorithms', 'Pandas', 'Jupyter', ""Bachelor's degree"", 'Mentoring', 'Matplotlib', 'Physics', 'Data analytics', 'Organizational skills', 'Data science', 'Manufacturing', 'Senior level', 'Leadership', 'Communication skills', 'Python']",131000.0,Data Scientist
Applied AI Engineer,Erth.AI,United States,Unknown,Full-time,180000.0,225000.0,Year,13.0,"['AI models', 'TensorFlow', 'Reinforcement learning', '6 years', 'PyTorch', 'Blockchain', 'C++', 'Machine learning', 'JavaScript', 'APIs', 'Senior level', 'AI', 'Machine learning frameworks']",202500.0,Data Scientist
Senior AI Engineer,Semtech,Camarillo,CA,Full-time,80000.0,115000.0,Year,13.0,"['TensorFlow', 'CI/CD', 'Azure', 'Computer Science', 'CSS', 'React', 'RESTful API', 'PyTorch', 'Computer vision', 'Software deployment', 'DevOps', 'Google Cloud Platform', 'Mid-level', 'Microservices', 'AWS', ""Bachelor's degree"", 'Machine learning', 'Model deployment', 'Feature extraction', 'JavaScript', 'Natural language processing', 'Angular', 'UX', 'Vue.js', 'AI', 'Machine learning frameworks', '2 years', 'Python', 'HTML']",97500.0,Data Scientist
Sr Data Analyst,CEDENT,United States,Unknown,Contract,89500.0,120000.0,Year,13.0,"['CI/CD', 'Azure', 'Oracle', 'RESTful API', 'DevOps', 'Data structures', 'Spark', 'Test automation', 'Microsoft SQL Server', 'NoSQL', 'Java', 'SQL', 'Analysis skills', 'PostgreSQL', 'REST', 'Scrum', 'APIs', 'Agile', 'Predictive analytics', 'IT', 'NextGen', 'Data science', 'Root cause analysis', 'Senior level', 'Healthcare IT']",104750.0,Data Scientist
ML Engineer (Inference),PlayAI,Palo Alto,CA,Full-time,150000.0,220000.0,Year,8.0,"['GAN', 'Law', 'PyTorch', 'Quantization', 'Mid-level', ""Master's degree"", 'C++', ""Bachelor's degree"", 'Machine learning', 'AI']",185000.0,Data Scientist
Machine Learning Engineer IV,Ascendion,Menlo Park,CA,Unknown,145600.0,197600.0,Year,8.0,"['Computer science', 'Data mining', 'Management', 'Doctoral degree', 'Computer Science', 'PyTorch', 'Java', ""Master's degree"", 'PHP', 'C++', 'C', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'JavaScript', 'Perl', 'Computer Engineering', 'Scripting', 'Senior level', 'AI', 'Leadership', '2 years', 'Python', 'Shell Scripting', 'Generative AI']",171600.0,Data Scientist
MACHINE LEARNING ENGINEER,Airspace Intelligence,Boston,MA,Full-time,107000.0,158000.0,Year,8.0,"['Scikit-learn', 'TensorFlow', 'Kubernetes', 'PyTorch', 'Data structures', 'Spark', 'Algorithms', 'AWS', 'Machine learning', 'Deep learning', 'Senior level', 'Python']",132500.0,Data Scientist
Data Scientist,"NinjaOne, LLC",Austin,TX,Full-time,120000.0,160000.0,Year,8.0,"['Scikit-learn', 'Statistics', 'Computer science', 'Kotlin', 'Power BI', 'Azure', 'Computer Science', '5 years', 'Data structures', 'NumPy', 'R', 'Data analysis skills', 'Google Cloud Platform', 'Tableau', 'Java', 'Algorithms', 'SQL', 'Pandas', 'AWS', 'C++', ""Bachelor's degree"", 'Machine learning', 'PostgreSQL', 'Computer Engineering', 'Matplotlib', 'IT', 'Kafka', 'Data science', 'Data visualization', 'Senior level', 'Python']",140000.0,Data Scientist
Data Scientist,Victory Capital Management,San Antonio,TX,Full-time,93500.0,110000.0,Year,8.0,"['TensorFlow', 'Computer science', 'Investment management', 'Power BI', 'Bayesian inference', 'Data mining', 'Management', 'Doctoral degree', 'Financial modeling', 'Computer Science', 'Hypothesis testing', 'Software deployment', 'Git', 'Survival analysis', ""Master's degree"", 'SQL', 'Pandas', 'Statistical analysis', 'AWS', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Matplotlib', 'Natural language processing', 'Seaborn', 'Regression analysis', 'Agile', 'Financial services', 'Data science', '1 year', 'Data visualization', 'Senior level', 'AI', 'Communication skills', 'Python', 'spaCy', 'Generative AI', 'Data Science', 'AWS Certified Developer – Associate']",101750.0,Data Scientist
Applied AI Engineer,ECPI University LLC,Remote,Unknown,Full-time,22800.0,38200.0,Year,8.0,"['TensorFlow', 'Computer science', 'Computer Science', 'PyTorch', 'Software deployment', 'Mid-level', 'Tableau', 'Java', ""Master's degree"", 'Pandas', 'AWS', 'C++', ""Bachelor's degree"", 'Machine learning', 'Model deployment', 'Matplotlib', 'Model training', 'Data science', '1 year', 'AI', 'Python', 'MLOps']",30500.0,Data Scientist
"Data Scientist, MLB",Penn Interactive,Philadelphia,PA,Unknown,90000.0,150000.0,Year,8.0,"['CI/CD', 'Kubernetes', 'Git', 'Google Cloud Platform', 'Algorithms', 'SQL', 'AWS', 'Database management', 'Docker', 'Machine learning', 'Terraform', 'Forecasting', 'GitHub', 'Regression analysis', 'A/B testing', 'Senior level', '4 years']",120000.0,Data Scientist
Machine Learning Engineer,Raya App,Remote,Unknown,Full-time,149000.0,199000.0,Year,8.0,"['TensorFlow', 'Kubernetes', 'PyTorch', 'Computer vision', 'Software deployment', 'Spark', 'Mid-level', '3 years', 'Algorithms', 'Machine learning', 'Product management', 'Natural language processing', 'Model training', 'Kafka', 'AI', 'Machine learning frameworks', 'Communication skills', 'Python']",174000.0,Data Scientist
"Part-Time Student - Data Science & Analytics - Ames, IA",John Deere,Ames,IA,Part-time | Full-time,51400.0,99200.0,Year,8.0,"['ArcGIS', 'Immigration law', 'Doctoral degree', 'Computer Science', 'Signal processing', 'Internet of things', 'PyTorch', 'Git', ""Master's degree"", 'Algorithms', 'SQL', 'Jupyter', 'Statistical analysis', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Soil science', 'Agriculture', 'Data visualization', 'AI', 'Python', 'Entry level']",75300.0,Data Scientist
AI Engineer,Camgian,Starkville,MS,Unknown,75100.0,104000.0,Year,8.0,"['Scikit-learn', 'TensorFlow', 'Statistics', 'Computer science', 'MATLAB', 'Computer Science', 'PyTorch', 'NumPy', 'Mid-level', ""Master's degree"", 'Pandas', 'Math', ""Bachelor's degree"", 'Machine learning', 'SciPy', 'Computer Engineering', 'Matplotlib', 'OpenCV', 'Agile', 'AI', 'Communication skills', 'Python']",89550.0,Data Scientist
Data Scientist/Engineer,AMERICAN SYSTEMS,Alexandria,VA,Full-time,91600.0,153000.0,Year,8.0,"['Computer science', 'Computer Science', '5 years', 'TS/SCI', ""Bachelor's degree"", 'Machine learning', 'Data science', 'Senior level']",122300.0,Data Scientist
Data Scientist,American Credit Acceptance,Spartanburg,SC,Full-time,91700.0,124000.0,Year,8.0,"['R', 'Tableau', 'Algorithms', 'SQL', 'Statistical analysis', ""Bachelor's degree"", 'Machine learning', 'Regression analysis', 'Data science', 'Senior level', 'AI', 'Communication skills']",107850.0,Data Scientist
Data Scientist,Best Doctors Insurance Services Llc,Miami,FL,Unknown,74900.0,92300.0,Year,8.0,"['Scikit-learn', 'Power BI', 'Computer Science', 'NumPy', 'R', 'Data analysis skills', 'Mid-level', 'Tableau', ""Master's degree"", 'SQL', 'Pandas', 'Customer segmentation', 'Jupyter', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Jupyter Notebook', 'Matplotlib', 'Seaborn', 'Data visualization', 'AI', '4 years', 'Communication skills', 'Python']",83600.0,Data Scientist
Senior Data Scientist I,LexisNexis,Raleigh,NC,Full-time,120013.1322940226,191037.41679321488,Year,8.0,[],155525.27454361873,Data Scientist
Sr. Data Scientist,Early Warning Services,New York,NY,Full-time,115000.0,150000.0,Year,8.0,"['Scikit-learn', 'Data mining', 'Statistics', 'Doctoral degree', 'Spark', 'R', 'Mathematics', 'Apache Hive', 'Java', ""Master's degree"", 'Algorithms', 'SQL', 'Pandas', ""Bachelor's degree"", 'Machine learning', 'Doctor of Philosophy', 'Predictive analytics', 'Model training', 'Unit testing', 'Data science', 'Machine learning libraries', 'Senior level', 'Maven', '2 years', 'Communication skills', 'Python', 'Analytics']",132500.0,Data Scientist
Associate Data Scientist,"ReliaQuest, LLC.",Tampa,FL,Unknown,101000.0,125000.0,Year,8.0,"['Cloud architecture', 'Statistics', 'Law', 'Data analysis skills', 'Mathematics', 'Mid-level', 'Threat detection & response', ""Master's degree"", 'Databases', 'Machine learning', 'Deep learning', 'Natural language processing', 'Open source contribution', 'Cybersecurity', 'AI', 'Graph databases']",113000.0,Data Scientist
Sr. Data Analyst,R Square Analytics,Atlanta,GA,Full-time,81400.0,107000.0,Year,8.0,"['Microsoft Excel', 'Doctoral degree', 'R', 'Mathematics', 'Mid-level', ""Master's degree"", 'Social Sciences', 'Math', ""Bachelor's degree"", 'Machine learning', 'Attribution modeling', 'Doctor of Philosophy', 'Marketing analytics', '2 years', 'Python', 'Marketing']",94200.0,Data Scientist
Machine Learning Applied Scientist,Beacon Talent,New York,NY,Full-time,245785.0,273621.0,Year,7.0,"['TensorFlow', 'Doctoral degree', 'PyTorch', ""Master's degree"", 'Machine learning', 'XGBoost', 'Doctor of Philosophy', 'Senior level', 'AI']",259703.0,Data Scientist
AI Applications and Data Science Engineer,"CXApp US, Inc.",San Ramon,CA,Full-time,82000.0,112000.0,Year,7.0,"['AI chatbots', 'Computer Science', 'Mid-level', 'Java', ""Master's degree"", 'AWS', ""Bachelor's degree"", 'Natural language processing', 'ETL', 'Predictive analytics', 'Data science', 'AI', 'Communication skills', 'Python']",97000.0,Data Scientist
